ACCNUM,X,Y,Index_,YEAR,DATE,TIME,HOUR,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,Division,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVAGE,INJURY,FATAL_NO,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourhood,ObjectId
980579,-8838343.442,5418539.701,4195362,2007,2007/06/21 04:00:00+00,954,9,YONGE ST,MERTON ST,,Major Arterial,Toronto and East York,12.0,53,43.696145,-79.39619,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,35 to 39,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,104,Mount Pleasant West (104),2018
980693,-8835504.795,5414829.867000001,4195645,2007,2007/07/20 04:00:00+00,818,8,BLOOR ST E,PARLIAMENT ST,,Major Arterial,Toronto and East York,13.0,53,43.672045000000004,-79.37069,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,40 to 44,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,71,Cabbagetown-South St.James Town (71),2303
980728,-8836039.127999999,5411813.839,4195741,2007,2007/06/21 04:00:00+00,226,2,RICHMOND ST E,CHURCH ST,,Major Arterial,Toronto and East York,13.0,51,43.652445,-79.37549,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,unknown,2,,0,0,1,0,0,0,0,1,0,1,1,0,0,75,Church-Yonge Corridor (75),2663
980737,-8839990.97,5428660.812999999,4195762,2007,2007/06/21 04:00:00+00,2250,22,YONGE ST,SHEPPARD AVE W,,Major Arterial,North York,18.0,32,43.761845,-79.41099,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,30 to 34,2,,1,0,1,0,0,0,0,0,1,1,0,1,0,51,Willowdale East (51),2025
980783,-8820109.309,5431188.972999999,4273814,2007,2007/07/20 04:00:00+00,1637,16,1210 MARKHAM RD,,,Major Arterial,Scarborough,24.0,43,43.778245,-79.23239000000001,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,137,Woburn (137),2307
980936,-8830228.251,5414168.102999999,4196211,2007,2007/04/13 04:00:00+00,1539,15,DUNDAS Stre E,HIGHFIELD Road,,Minor Arterial,Toronto and East York,14.0,55,43.667745000000004,-79.32329,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,unknown,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,65,Greenwood-Coxwell (65),1315
981104,-8814276.168,5442744.0879999995,4196590,2007,2007/06/23 04:00:00+00,1000,10,STEELES AVE E,BEARE RD,,Minor Arterial,Scarborough,25.0,42,43.853145,-79.17999,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,unknown,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,131,Rouge (131),2044
981212,-8813240.897,5431959.891,4196851,2007,2007/06/22 04:00:00+00,1210,12,OLD KINGSTON RD,MORRISH RD,,Minor Arterial,Scarborough,25.0,43,43.783245,-79.17069000000001,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,0,1,0,0,0,0,0,1,0,0,0,133,Centennial Scarborough (133),2031
981273,-8855653.623,5415891.867000001,4197023,2007,2007/06/22 04:00:00+00,2300,23,KIPLING AVE,WIDDICOMBE HILL BLVD,,Major Arterial,Etobicoke York,2.0,23,43.678945,-79.55169000000001,Intersection,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,70 to 74,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,7,Willowridge-Martingrove-Richview (7),2040
981276,-8836662.517,5412460.0479999995,4197027,2007,2007/07/24 04:00:00+00,930,9,YONGE ST,DUNDAS ST W,,Major Arterial,Toronto and East York,,51,43.656645000000005,-79.38109,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,70 to 74,2,,1,0,1,0,0,0,0,1,0,0,0,0,0,75,Church-Yonge Corridor (75),2337
981306,-8852558.941,5410798.459,4197101,2007,2007/06/24 04:00:00+00,2123,21,ISLINGTON AVE,ABERFOYLE CRES,,Major Arterial,Etobicoke York,3.0,22,43.645845,-79.52389000000001,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,14,Islington-City Centre West (14),2046
981377,-8850800.093,5416738.475,4197284,2007,2007/06/25 04:00:00+00,712,7,EGLINTON AVE W,SCARLETT RD,,Major Arterial,Etobicoke York,5.0,12,43.684445000000004,-79.50809,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,80 to 84,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,111,Rockcliffe-Smythe (111),2048
981405,-8856421.727,5418247.171,4197377,2007,2007/06/25 04:00:00+00,855,8,DIXON RD,KIPLING AVE,,Major Arterial,Etobicoke York,,23,43.694245,-79.55859,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,70 to 74,2,,0,0,1,0,0,0,0,0,0,1,1,0,0,6,Kingsview Village-The Westway (6),2051
981510,-8830751.452,5418231.775,4197662,2007,2007/07/25 04:00:00+00,1255,12,COXWELL AVE,COSBURN AVE,,Minor Arterial,Toronto and East York,,54,43.694145,-79.32799,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,unknown,2,,0,0,1,0,0,0,0,1,1,1,1,0,0,58,Old East York (58),2394
981582,-8837063.268,5426950.074,4197841,2007,2007/06/26 04:00:00+00,1139,11,BAYVIEW AVE,SCENIC MILLWAY,,Major Arterial,North York,15.0,33,43.750745,-79.38469,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,70 to 74,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,40,St.Andrew-Windfields (40),2053
981588,-8840191.345,5429739.821,4197859,2007,2007/06/28 04:00:00+00,1930,19,YONGE ST,PRINCESS AVE,,Major Arterial,North York,18.0,32,43.768845,-79.41279,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,51,Willowdale East (51),2073
981935,-8838287.782,5415276.2,4198679,2007,2007/06/30 04:00:00+00,1447,14,DAVENPORT RD,AVENUE RD,,Major Arterial,Toronto and East York,11.0,53,43.674945,-79.39569,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,50 to 54,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,95,Annex (95),2083
982126,-8847070.89,5420633.876,4199115,2007,2007/07/27 04:00:00+00,1730,17,LAWRENCE AVE W,DUVAL DR,,Major Arterial,Etobicoke York,5.0,12,43.709745,-79.47459,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,unknown,2,,0,1,1,0,0,0,0,0,0,1,0,0,0,29,Maple Leaf (29),2829
982207,-8827044.513,5426117.937000001,4405842,2007,2007/07/18 04:00:00+00,1607,16,LAWRENCE AVE E,WARDEN AVE,,Major Arterial,Scarborough,21.0,41,43.745345,-79.29469,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,unknown,3,,1,0,1,0,1,0,0,1,0,0,0,0,0,119,Wexford/Maryvale (119),2298
982264,-8832866.523,5411567.676,4199401,2007,2007/07/29 04:00:00+00,1745,17,LAKE SHORE BLVD E,DON ROADWAY,,Major Arterial,Toronto and East York,14.0,55,43.650845000000004,-79.34699,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,unknown,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,70,South Riverdale (70),2839
982327,-8815200.12,5432468.732000001,4199540,2007,2007/07/02 04:00:00+00,2042,20,ELLESMERE Road,MILITARY Trai,,Minor Arterial,Scarborough,25.0,43,43.786545000000004,-79.18829000000001,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,unknown,2,,0,0,1,0,0,0,0,1,0,1,1,0,0,134,Highland Creek (134),2102
982399,-8847460.508,5420464.477000001,4199731,2007,2007/07/03 04:00:00+00,1730,17,KEELE Stre,LAWRENCE Aven W,,Major Arterial,Etobicoke York,5.0,12,43.708645000000004,-79.47809000000001,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,unknown,2,,0,0,1,0,0,0,0,0,0,1,0,0,0,30,Brookhaven-Amesbury (30),2116
982600,-8843286.027,5414845.257999999,4200214,2007,2007/07/04 04:00:00+00,2020,20,DUFFERIN ST,BEAVER AVE,,Major Arterial,Toronto and East York,9.0,13,43.672145,-79.44059,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,5 to 9,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,93,Dovercourt-Wallace Emerson-Junction (93),2226
982611,-8844889.027999999,5410198.5139999995,4200236,2007,2007/07/04 04:00:00+00,2038,20,PARKSIDE DR,GARDEN AVE,,Major Arterial,Toronto and East York,4.0,11,43.641945,-79.45499000000001,Mid-Block,,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,35 to 39,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,87,High Park-Swansea (87),2236
982822,-8816424.634,5442018.574,4200743,2007,2007/07/06 04:00:00+00,1045,10,STEELES AVE E,REESOR RD,,Minor Arterial,Scarborough,25.0,42,43.848445,-79.19929,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,25 to 29,2,,0,0,1,0,0,0,0,0,0,1,0,0,0,131,Rouge (131),2241
983041,-8844031.867999999,5421511.722999999,4201245,2007,2007/07/01 04:00:00+00,1815,18,LAWRENCE AVE W,BLOSSOMFIELD DR,,Major Arterial,North York,8.0,32,43.715445,-79.44729,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,unknown,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,31,Yorkdale-Glen Park (31),2092
983259,-8843809.229,5411613.831,4201809,2007,2007/07/08 04:00:00+00,1030,10,DUNDAS ST W,SORAUREN AVE,,Minor Arterial,Toronto and East York,4.0,11,43.651145,-79.44529,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,SMV Other,45 to 49,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,86,Roncesvalles (86),2244
983273,-8853649.872000001,5416199.715,4201850,2007,2007/07/08 04:00:00+00,2051,20,EGLINTON AVE W,ISLINGTON AVE,,Major Arterial,Etobicoke York,2.0,23,43.680945,-79.53369,Mid-Block,,No Control,Rain,Dusk,Wet,Non-Fatal Injury,Sideswipe,55 to 59,2,,0,0,1,0,0,0,0,0,0,1,0,0,0,7,Willowridge-Martingrove-Richview (7),2247
983325,-8838766.456,5409490.937000001,4201965,2007,2007/08/03 04:00:00+00,2125,21,BATHURST ST,HOUSEY ST,,Major Arterial,Toronto and East York,10.0,14,43.637345,-79.39999,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,unknown,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,77,Waterfront Communities-The Island (77),2850
983329,-8823682.665,5422836.352000001,4201976,2007,2007/08/03 04:00:00+00,2156,21,KENNEDY RD,FOXRIDGE DR,,Major Arterial,Scarborough,20.0,41,43.724045000000004,-79.26449000000001,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,unknown,2,,0,1,1,0,0,0,0,1,0,0,0,0,0,124,Kennedy Park (124),2855
983702,-8856321.538999999,5415383.938999999,4202820,2007,2007/07/11 04:00:00+00,2157,21,EGLINTON AVE W,WIDDICOMBE HILL BLVD,,Major Arterial,Etobicoke York,2.0,23,43.675645,-79.55769000000001,Intersection,At Intersection,Traffic Controller,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,unknown,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,7,Willowridge-Martingrove-Richview (7),2263
983732,-8856110.032,5423098.219,4202900,2007,2007/07/11 04:00:00+00,1827,18,IRWIN RD,TURPIN AVE,,Local,Etobicoke York,1.0,23,43.725745,-79.55579,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,25 to 29,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,5,Elms-Old Rexdale (5),2256
983751,-8848595.967,5428999.916,4202953,2007,2007/08/07 04:00:00+00,1100,11,TANGIERS RD,FINCH AVE W,,Major Arterial,North York,6.0,31,43.764045,-79.48829,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,75 to 79,2,,1,0,1,0,0,0,0,0,0,1,0,0,0,27,York University Heights (27),2864
984072,-8859048.867,5413490.998,4203640,2007,2007/08/09 04:00:00+00,450,4,121 WELLESWORTH DR,,,Collector,Etobicoke York,2.0,22,43.663345,-79.58219,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,11,Eringate-Centennial-West Deane (11),2866
984087,-8836562.33,5409890.865,4203682,2007,2007/08/09 04:00:00+00,845,8,QUEENS QUAY W,YORK ST,,Minor Arterial,Toronto and East York,10.0,52,43.639945000000004,-79.38019,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,77,Waterfront Communities-The Island (77),2868
984340,-8851501.406,5425933.028,4204304,2007,2007/07/22 04:00:00+00,1301,13,JANE ST,SAN MARINOWAY,,Major Arterial,Etobicoke York,7.0,31,43.744145,-79.51439,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,unknown,2,,0,0,1,0,0,0,0,1,0,0,0,1,0,25,Glenfield-Jane Heights (25),2316
984365,-8843330.555,5411475.366,4204367,2007,2007/07/15 04:00:00+00,1830,18,DUNDAS ST W,COLLEGE ST,,Minor Arterial,Toronto and East York,9.0,11,43.650245,-79.44099,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,50 to 54,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,83,Dufferin Grove (83),2274
984384,-8816458.03,5438438.152000001,4204410,2007,2007/07/16 04:00:00+00,2230,22,SEWELLS RD,OLD FINCH AVE,,Collector,Scarborough,25.0,42,43.825245,-79.19959,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,45 to 49,2,,0,0,1,0,1,0,0,1,0,0,0,0,0,131,Rouge (131),2277
984399,-8839734.935,5409044.884,4273844,2007,2007/08/10 04:00:00+00,1502,15,LAKE SHORE BLVD W,REMEMBRANCE DR,,Major Arterial,Toronto and East York,10.0,14,43.634445,-79.40869,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,75 to 79,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,82,Niagara (82),2875
984625,-8843085.652,5409060.2639999995,4273857,2007,2007/08/13 04:00:00+00,51,5,F G GARDINER XY  E,JAMESON AVE,,Major Arterial,Toronto and East York,4.0,14,43.634545,-79.43879,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,Rear End,unknown,3,,0,0,1,0,0,0,0,1,0,0,0,0,0,85,South Parkdale (85),2893
984687,-8847460.508,5420464.477000001,4205062,2007,2007/05/18 04:00:00+00,1425,14,KEELE ST,LAWRENCE AVE W,,Major Arterial,Etobicoke York,5.0,12,43.708645000000004,-79.47809000000001,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,0,0,1,0,0,0,0,0,0,0,0,30,Brookhaven-Amesbury (30),1572
985171,-8841349.068,5414922.21,4206189,2007,2007/07/21 04:00:00+00,1700,17,597 MELITA CRES,,,Local,Toronto and East York,12.0,13,43.672645,-79.42319,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,94,Wychwood (94),2311
985348,-8833690.287,5414660.574,4206565,2007,2007/05/10 04:00:00+00,226,2,BROADVIEW AVE,BAIN AVE,,Minor Arterial,Toronto and East York,14.0,55,43.670945,-79.35439000000001,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,68,North Riverdale (68),1543
985455,-8825919.853,5417970.199,4206773,2007,2007/08/18 04:00:00+00,1341,13,MADELAINE AVE,DANFORTH AVE,,Local,Scarborough,20.0,41,43.692446000000004,-79.284587,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,121,Oakridge (121),2906
985456,-8825909.055,5417908.4629999995,4206775,2007,2007/08/18 04:00:00+00,1341,13,MADELAINE AVE,DANFORTH AVE,,Major Arterial,Scarborough,20.0,41,43.692045,-79.28449,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,121,Oakridge (121),2908
985457,-8851846.496,5419324.961,4206778,2007,2007/08/18 04:00:00+00,1345,13,JOHN ST,WESTON RD,,Collector,Etobicoke York,5.0,12,43.701245,-79.51749000000001,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,20 to 24,2,,1,0,1,0,0,0,0,1,1,1,0,0,0,113,Weston (113),2911
985490,-8857534.922,5427350.759,4206848,2007,2007/08/19 04:00:00+00,1134,11,ISLINGTON AVE,ROWNTREE MILL RD,,Major Arterial,Etobicoke York,7.0,31,43.753345,-79.56859,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,unknown,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,21,Humber Summit (21),2914
985777,-8828012.992999999,5434473.533,4207470,2007,2007/07/22 04:00:00+00,1409,14,3850 FINCH  AVE E,,,Major Arterial,Scarborough,22.0,42,43.799545,-79.30339000000001,Mid-Block,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,unknown,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,117,L'Amoreaux (117),2322
985784,-8837464.018,5412167.709,4207492,2007,2007/07/22 04:00:00+00,2240,22,DUNDAS ST W,UNIVERSITY AVE,,Major Arterial,Toronto and East York,,52,43.654745,-79.38829,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,unknown,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,76,Bay Street Corridor (76),2331
985971,-8826254.145,5423421.7129999995,4207932,2007,2007/07/23 04:00:00+00,752,7,WARDEN AVE,EGLINTON AVE E,,Major Arterial,Scarborough,,41,43.727845,-79.28759000000001,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,unknown,2,,0,1,0,0,0,0,0,0,0,1,0,0,0,119,Wexford/Maryvale (119),2332
986004,-8810847.527999999,5434087.96,4208029,2007,2007/08/16 04:00:00+00,1015,10,KINGSTON RD,RYLANDER BLVD,,Major Arterial,Scarborough,25.0,42,43.797045000000004,-79.14919,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,unknown,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,133,Centennial Scarborough (133),2895
986221,-8839189.47,5412552.367000001,4208532,2007,2007/07/07 04:00:00+00,316,3,COLLEGE ST,BRUNSWICK AVE,,Major Arterial,Toronto and East York,11.0,14,43.657245,-79.40379,Intersection,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,55 to 59,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,78,Kensington-Chinatown (78),2243
986578,-8845044.875,5412275.4120000005,4209253,2007,2007/07/25 04:00:00+00,2016,20,1655 BLOOR ST W,,,Major Arterial,Toronto and East York,4.0,11,43.655445,-79.45639,Mid-Block,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,30 to 34,2,,0,0,1,1,0,0,0,0,0,1,0,0,0,87,High Park-Swansea (87),2566
986597,-8840870.394,5413598.716,4209307,2007,2007/07/26 04:00:00+00,250,2,CHRISTIE ST,BLOOR ST W,,Minor Arterial,Toronto and East York,11.0,14,43.664045,-79.41889,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,unknown,2,,0,0,0,1,0,0,0,0,0,0,0,1,0,93,Dovercourt-Wallace Emerson-Junction (93),2574
986599,-8832621.62,5415891.867000001,4209312,2007,2007/07/26 04:00:00+00,2335,23,DANFORTH AVE,PAPE AVE,,Major Arterial,Toronto and East York,14.0,54,43.678945,-79.34479,Intersection,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,unknown,2,,0,1,1,0,0,0,0,0,0,1,0,0,0,69,Blake-Jones (69),2756
986718,-8821634.386,5427658.99,4209597,2007,2007/08/05 04:00:00+00,1055,10,LAWRENCE AVE E,MCCOWAN RD,,Major Arterial,Scarborough,21.0,43,43.755345,-79.24609,Mid-Block,,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,unknown,3,,1,0,1,0,0,0,0,0,0,0,0,0,0,127,Bendale (127),2862
986752,-8855776.074,5416261.286,4292888,2007,2007/07/27 04:00:00+00,914,9,KIPLING AVE,HUNTING RIDGE,,Major Arterial,Etobicoke York,2.0,23,43.681345,-79.55279,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,unknown,2,,0,0,1,0,0,0,0,0,0,1,1,0,0,7,Willowridge-Martingrove-Richview (7),2826
986760,-8833022.37,5417354.24,4209727,2007,2007/07/18 04:00:00+00,809,8,GOWAN AVE,PAPE AVE,,Major Arterial,Toronto and East York,14.0,54,43.688445,-79.34839000000001,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,70 to 74,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,59,Danforth East York (59),2279
986950,-8840547.568,5431713.19,4210144,2007,2007/08/28 04:00:00+00,714,7,BISHOP Aven,YONGE Stre,,Major Arterial,North York,18.0,32,43.781645000000005,-79.41599000000001,,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,unknown,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,50,Newtonbrook East (50),2934
986957,-8818138.954,5431250.643999999,4210162,2007,2007/08/28 04:00:00+00,2027,20,371 ORTON PARK Rd,,,Other,Scarborough,24.0,43,43.778645000000004,-79.21469,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,unknown,2,,0,0,0,1,0,0,0,0,0,0,0,0,0,135,Morningside (135),2939
986972,-8822536.074,5431389.405,4210210,2007,2007/07/29 04:00:00+00,42,4,MCCOWAN RD,CONSILIUM PL,,Major Arterial,Scarborough,,43,43.779545,-79.25419000000001,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,25 to 29,2,,0,0,0,0,0,0,0,1,1,1,0,0,0,137,Woburn (137),2833
986987,-8829638.258,5413906.488,4210257,2007,2007/06/30 04:00:00+00,2143,21,QUEEN ST E,CRAVEN RD,,Minor Arterial,Toronto and East York,14.0,55,43.666045000000004,-79.31799000000001,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,45 to 49,2,,0,1,1,0,0,0,0,0,0,0,0,0,0,65,Greenwood-Coxwell (65),2085
987007,-8817804.996,5425871.392999999,4210312,2007,2007/07/30 04:00:00+00,129,1,KINGSTON RD,EGLINTON AVE E,,Major Arterial,Scarborough,24.0,43,43.743745000000004,-79.21169,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,unknown,2,,0,0,1,0,0,1,0,0,1,1,1,1,0,139,Scarborough Village (139),2843
987058,-8822792.109,5432283.696,4210463,2007,2007/07/28 04:00:00+00,1245,12,MCCOWAN RD,CHANNEL NINE CRT,,Major Arterial,Scarborough,23.0,42,43.785345,-79.25649,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,60 to 64,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,128,Agincourt South-Malvern West (128),2831
987119,-8828024.125,5431790.284,4292894,2007,2007/08/28 04:00:00+00,1244,12,BAY MILLS BLVD,EAGLESTONE RD,,Collector,Scarborough,22.0,42,43.782145,-79.30349,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Cyclist Collisions,unknown,3,,0,1,0,0,0,0,0,0,0,0,0,0,0,118,Tam O'Shanter-Sullivan (118),2937
987223,-8844699.785,5428398.7870000005,4210853,2007,2007/08/01 04:00:00+00,830,8,COMBE AVE,ELDER ST,,Local,North York,6.0,32,43.760145,-79.45329,Intersection,,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,unknown,2,,0,0,1,0,0,0,0,1,0,1,0,0,0,34,Bathurst Manor (34),2847
987374,-8824873.783,5439333.127,4211228,2007,2007/08/03 04:00:00+00,2330,23,MCCOWAN RD,STEELES AVE E,,Major Arterial,Scarborough,23.0,42,43.831045,-79.27519000000001,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,45 to 49,2,,1,0,1,0,0,0,0,0,0,0,0,0,0,130,Milliken (130),2857
987376,-8842529.055,5408783.414,4211231,2007,2007/08/30 04:00:00+00,2252,22,F G GARDINER XY  W,JAMESON AVE,,,Toronto and East York,4.0,14,43.632745,-79.43379,Mid-Block,,No Control,Clear,Dark,Dry,Fatal,SMV Other,25 to 29,3,,0,0,0,1,0,0,0,0,0,0,0,0,0,85,South Parkdale (85),2943
987443,-8856933.797,5415199.244,4211405,2007,2007/08/31 04:00:00+00,1409,14,EGLINTON AVE W,MARTIN GROVE RD,,Major Arterial,Etobicoke York,,23,43.674445,-79.56319,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,unknown,2,,0,0,1,0,1,0,0,1,0,0,0,0,0,10,Princess-Rosethorn (10),2960
987500,-8848985.585,5425855.984,4273923,2007,2007/09/02 04:00:00+00,48,4,SHEPPARD AVE W,SENTINEL RD,,Major Arterial,North York,6.0,31,43.743645,-79.49179000000001,Intersection,,Traffic Signal,Clear,Dark,Dry,Fatal,SMV Other,40 to 44,3,,0,0,1,0,0,0,0,0,0,0,0,0,0,26,Downsview-Roding-CFB (26),2985
987501,-8826042.638,5431081.049,4211526,2007,2007/09/01 04:00:00+00,2350,23,KENNEDY RD,SUFFERANCE RD,,Major Arterial,Scarborough,22.0,42,43.777545,-79.28569,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,70 to 74,2,,0,0,1,0,0,0,0,1,0,0,0,0,0,128,Agincourt South-Malvern West (128),2984
